accuracy,precision,recall,f1_weighted,f1_macro,roc_auc_macro,roc_auc_weighted
0.9542672560353621,0.9540135629951924,0.9542672560353621,0.953846612842682,0.9621529786132694,0.9983031082127701,0.9967088023343911
