accuracy,precision,recall,f1_weighted,f1_macro,roc_auc_macro,roc_auc_weighted,loss
0.9959197551853112,0.9959773021886623,0.9959197551853112,0.9959154577485394,0.9946859848846874,0.9999947356066624,0.9999931481351768,0.015074042087762704
